id_inv_nb,id_inv_dt,id_custmr_id,id_sku_nb,id_catgry_nm,id_sold_qy,id_price_am,id_tax_am,id_subtotal_am
24,2016-07-22 02:16:23,cthomas4m@odnoklassniki.ru,1105,Jewelery,4,34.77,11.47,46.24
39,2017-03-05 13:37:07,cbailey5a@wufoo.com,1012,Baby,5,48.67,20.08,68.75
19,2016-11-11 01:11:15,tfields1a@blinklist.com,1290,Beauty,4,23.3,7.69,30.99
19,2016-11-11 01:11:15,tfields1a@blinklist.com,1061,Books,3,16.25,4.02,20.27
42,2016-05-09 01:04:57,kadams1c@jiathis.com,1016,Beauty,5,39.69,16.37,56.06
21,2016-10-05 05:32:33,showard5f@addtoany.com,1330,Movies,5,54.32,22.41,76.73
32,2016-05-15 11:38:49,khoward5@go.com,1318,Sports,2,59.49,9.82,69.31
35,2016-11-20 08:34:58,bhamilton1@free.fr,1101,Music,3,7.48,1.85,9.33
19,2016-11-11 01:11:15,tfields1a@blinklist.com,1261,Industrial,5,33.45,13.8,47.25
44,2016-03-23 01:23:47,enichols3v@printfriendly.com,1337,Clothing,1,10.84,0.89,11.73
38,2016-05-06 15:49:44,vandrewsq@indiatimes.com,1012,Baby,1,48.67,4.02,52.69
9,2016-12-15 23:23:23,jgordon1u@oracle.com,1280,Music,3,7.12,1.76,8.88
34,2017-02-24 14:59:54,mmarshall2z@independent.co.uk,1014,Electronics,1,40.14,3.31,43.45
24,2016-07-22 02:16:23,cthomas4m@odnoklassniki.ru,1015,Clothing,4,18.46,6.09,24.55
33,2016-08-31 05:11:28,gwoodsk@indiegogo.com,1208,Shoes,2,12.26,2.02,14.28
33,2016-08-31 05:11:28,gwoodsk@indiegogo.com,1305,Music,3,39.73,9.83,49.56
17,2016-09-08 17:02:02,bwilliamson3m@pbs.org,1087,Toys,1,50.27,4.15,54.42
9,2016-12-15 23:23:23,jgordon1u@oracle.com,1109,Jewelery,5,66.19,27.3,93.49
3,2016-09-28 18:17:32,lmoore4y@salon.com,1118,Shoes,2,3.42,0.56,3.98
6,2016-12-08 00:25:44,fbell19@oaic.gov.au,1257,Health,4,44.42,14.66,59.08
36,2016-05-08 20:03:20,wvasquezg@canalblog.com,1073,Health,3,59.98,14.85,74.83
29,2016-04-17 14:49:59,mrichards4z@slideshare.net,1169,Health,3,38.44,9.51,47.95
49,2016-08-11 02:10:40,astonef@godaddy.com,1168,Garden,4,25.76,8.5,34.26
3,2016-09-28 18:17:32,lmoore4y@salon.com,1042,Automotive,3,2.75,0.68,3.43
24,2016-07-22 02:16:23,cthomas4m@odnoklassniki.ru,1303,Books,1,40.72,3.36,44.08
6,2016-12-08 00:25:44,fbell19@oaic.gov.au,1062,Tools,4,7.77,2.56,10.33
10,2017-02-26 03:49:54,ealexanderh@npr.org,1127,Tools,4,66.52,21.95,88.47
16,2016-08-10 01:55:06,bharvey57@nytimes.com,1249,Home,2,18.69,3.08,21.77
41,2016-09-06 18:32:09,swest3j@sina.com.cn,1348,Electronics,1,15.87,1.31,17.18
24,2016-07-22 02:16:23,cthomas4m@odnoklassniki.ru,1338,Electronics,2,37.73,6.23,43.96
44,2016-03-23 01:23:47,enichols3v@printfriendly.com,1167,Games,2,8.36,1.38,9.74
33,2016-08-31 05:11:28,gwoodsk@indiegogo.com,1147,Toys,2,41.06,6.77,47.83
30,2016-08-01 20:28:08,ahughes4g@si.edu,1067,Kids,3,5.72,1.42,7.14
23,2016-09-03 03:11:03,swilliams9@webs.com,1073,Health,3,59.98,14.85,74.83
31,2016-05-02 11:29:57,rbowman51@google.nl,1102,Garden,3,42.56,10.53,53.09
35,2016-11-20 08:34:58,bhamilton1@free.fr,1289,Beauty,4,30.95,10.21,41.16
2,2016-12-24 23:22:36,tleen@usgs.gov,1241,Industrial,5,37.12,15.31,52.43
26,2017-02-23 08:04:32,jperry4e@omniture.com,1028,Industrial,2,37.3,6.15,43.45
8,2016-05-03 01:21:26,fbell19@oaic.gov.au,1260,Movies,4,4.96,1.64,6.6
45,2016-04-16 20:30:33,ksanchez3d@rediff.com,1059,Baby,3,33.59,8.31,41.9
16,2016-08-10 01:55:06,bharvey57@nytimes.com,1234,Grocery,2,43.67,7.21,50.88
15,2017-02-26 22:17:45,lkelley3c@vistaprint.com,1231,Jewelery,2,21.33,3.52,24.85
37,2017-03-01 21:44:10,kfreeman10@craigslist.org,1165,Health,5,45.74,18.87,64.61
47,2016-04-14 21:41:56,dwatsonw@microsoft.com,1286,Garden,2,51.21,8.45,59.66
44,2016-03-23 01:23:47,enichols3v@printfriendly.com,1315,Clothing,1,37.26,3.07,40.33
46,2016-10-21 01:20:32,jperry4e@omniture.com,1166,Grocery,5,47.9,19.76,67.66
12,2017-01-18 11:00:15,rreed56@stumbleupon.com,1321,Health,3,59.71,14.78,74.49
14,2016-08-15 01:07:54,dkelly2d@miibeian.gov.cn,1165,Health,4,45.74,15.09,60.83
49,2016-08-11 02:10:40,astonef@godaddy.com,1227,Tools,1,25.72,2.12,27.84
48,2016-09-26 21:47:12,jsmitht@squidoo.com,1328,Electronics,1,61.8,5.1,66.9
16,2016-08-10 01:55:06,bharvey57@nytimes.com,1255,Electronics,3,54.52,13.49,68.01
49,2016-08-11 02:10:40,astonef@godaddy.com,1115,Industrial,5,64.2,26.48,90.68
41,2016-09-06 18:32:09,swest3j@sina.com.cn,1039,Beauty,3,10.34,2.56,12.9
49,2016-08-11 02:10:40,astonef@godaddy.com,1072,Electronics,5,48.47,19.99,68.46
29,2016-04-17 14:49:59,mrichards4z@slideshare.net,1090,Home,2,42.9,7.08,49.98
45,2016-04-16 20:30:33,ksanchez3d@rediff.com,1005,Games,3,10.51,2.6,13.11
13,2016-12-27 10:25:47,fbell19@oaic.gov.au,1153,Shoes,5,36.44,15.03,51.47
3,2016-09-28 18:17:32,lmoore4y@salon.com,1204,Electronics,3,2.69,0.67,3.36
30,2016-08-01 20:28:08,ahughes4g@si.edu,1060,Jewelery,4,58.23,19.22,77.45
4,2016-05-29 18:21:06,nallen35@twitter.com,1340,Baby,2,2.6,0.43,3.03
6,2016-12-08 00:25:44,fbell19@oaic.gov.au,1285,Games,5,37.47,15.46,52.93
27,2016-03-22 23:41:31,jdayj@cbsnews.com,1145,Tools,4,35.02,11.56,46.58
32,2016-05-15 11:38:49,khoward5@go.com,1139,Home,3,19.63,4.86,24.49
22,2016-12-06 22:35:33,dwatkins2l@auda.org.au,1046,Garden,2,11.65,1.92,13.57
35,2016-11-20 08:34:58,bhamilton1@free.fr,1118,Shoes,2,3.42,0.56,3.98
26,2017-02-23 08:04:32,jperry4e@omniture.com,1316,Clothing,5,35.55,14.66,50.21
6,2016-12-08 00:25:44,fbell19@oaic.gov.au,1163,Baby,5,31.22,12.88,44.1
50,2016-10-30 07:23:18,khendersonx@illinois.edu,1081,Outdoors,2,51.27,8.46,59.73
3,2016-09-28 18:17:32,lmoore4y@salon.com,1059,Baby,1,33.59,2.77,36.36
47,2016-04-14 21:41:56,dwatsonw@microsoft.com,1173,Tools,4,46.71,15.41,62.12
34,2017-02-24 14:59:54,mmarshall2z@independent.co.uk,1203,Health,4,60.21,19.87,80.08
